Acronym,Level of User,Measure of:,Name,Item,Item Name,Edition Number,Ages,Number of Items,Location,Ordering Company,IsArchived
MSSA,,Social and Family,Manchester Scales of Social Adaptation,Manual,,,,1,Inside Cabinet,,1
MSSA,,Social and Family,Manchester Scales of Social Adaptation,Scoring,Scoring Form,,,5,Inside Cabinet,,1
MT ,,,Marching Test,Form,Practice,,,Over 100,Inside Cabinet,,1
MTDDA,,,Minnesota Test for the Differential Diagnosis of Aphasia,Kit,"Manual, clinical record of patient forms, card materials",,,1,Inside Cabinet,WPS,1
MVII,,Vocational,Minnesota Vocational Interest Inventory,Manual,,,,1,Inside Cabinet,,1
MVII,,Vocational,Minnesota Vocational Interest Inventory,Book,Test Sheet,,,3,Inside Cabinet,,1
MVII,,Vocational,Minnesota Vocational Interest Inventory,Book,Directions for Hand Scoring the MRC Answer Sheet,,,1,Inside Cabinet,,1
MVII,,Vocational,Minnesota Vocational Interest Inventory,Form,Answer Sheet,,,3,Inside Cabinet,,1
MVII,,Vocational,Minnesota Vocational Interest Inventory,Book,A Guide to Understanding Your Results,,,4,Inside Cabinet,,1
NAART,,,North American Adult Reading Test,Book,Sheet of words,,,1,Inside Cabinet,,1
NAART,,,North American Adult Reading Test,Book,Sample scoring sheet,,,14,Inside Cabinet,,1
NDRT,,,Nelson-Denny Reading Test,Manual,"Examiner's Manual 
Forms A and B",,,1,Inside Cabinet,,1
NDRT,,,Nelson-Denny Reading Test,Manual,"Examiner's Manual
Forms C and D",,,1,Inside Cabinet,,1
NDRT,,,Nelson-Denny Reading Test,Book,"Form C
Vocabulary, Comprehension, Rate",,,1,Inside Cabinet,,1
NDRT,,,Nelson-Denny Reading Test,Book,"Form G
Vocabulry, Comprehension, Reading Rate",,,1,Inside Cabinet,,1
NDRT,,,Nelson-Denny Reading Test,Book,Your Personal Record,,,2,Inside Cabinet,,1
NDRT,,,Nelson-Denny Reading Test,Form,"Form A
Self-Marking Answer Sheet",,,2,Inside Cabinet,,1
NDRT,,,Nelson-Denny Reading Test,Form,Class Record Sheet,,,1,Inside Cabinet,,1
NEPSY,C,Neuropsyc,A Developmental NEuroPSYchological Assessment,Form,Record Form,,3 to 4,1,Inside Cabinet,Pearson - 2nd ed available,1
NEPSY,C,Neuropsyc,A Developmental NEuroPSYchological Assessment,Form,Record Form,,5 to 12,1,Inside Cabinet,Pearson - 2nd ed available,1
NEPSY,C,Neuropsyc,A Developmental NEuroPSYchological Assessment,Form,Response Booklet,,3 to 4,1,Inside Cabinet,Pearson - 2nd ed available,1
NEPSY,C,Neuropsyc,A Developmental NEuroPSYchological Assessment,Form,Response Booklet,,5 to 12,1,Inside Cabinet,Pearson - 2nd ed available,1
NRT,,,Nelson Reading Tests,Manual,Examiner's Manual,,,2,Inside Cabinet,,1
OASIS-2,,,Occupational Aptitude Survey and Interest Schedule ,Manual,,2,,1,Inside Cabinet,,1
OASIS-2,,,Occupational Aptitude Survey and Interest Schedule ,Book,Student Booklet,2,,10,Inside Cabinet,,1
OASIS-2,,,Occupational Aptitude Survey and Interest Schedule ,Form,Student Profile,2,,Over 50,Inside Cabinet,,1
OASIS-2,,,Occupational Aptitude Survey and Interest Schedule ,Form,Student Answer Sheet,2,,Over 50,Inside Cabinet,,1
OSBCL,,,Ottawa School Behavior Checklist,Form,Answer Sheet,,,1,Inside Cabinet,,1
OSBCL,,,Ottawa School Behavior Checklist,Manual,,,,1,Inside Cabinet,,1
OSBCL,,,Ottawa School Behavior Checklist,Form,Answer Sheet,,,,Inside Cabinet,,1
PAI,,Personality,Personality Assessment Inventory,Form,Software Module Item/Response Booklet,,,1,Inside Cabinet,,1
PAI,,,Personality Assessment Inventory,Scoring,Answer Sheet,,,1,Inside Cabinet,,1
PAI,,,Personality Assessment Inventory,Form,Control Sheet for Professional Report Services,,,,Inside Cabinet,,1
PAL-C,,,Profile of Adaptation to Life Clinical Scale,Manual,,,,1,Inside Cabinet,,1
PAL-C,,,Profile of Adaptation to Life Clinical Scale,Form,"Profile of Adaptation to Life 
Clinical Form",,,1,Inside Cabinet,,1
PANSS,B,,Positive and Negative Syndrome Scale,Manual,,,,1,Inside Cabinet,Pearson,1
PANSS,B,,Positive and Negative Syndrome Scale,Form,QuikScore Form,,,Around 25,Inside Cabinet,Pearson,1
PANSS (SCI-PANSS),B,,Structured Clinical Interview-Positive and Negative Syndrome Scale,Form,Booklet,,,23,,Pearson,1
PAR,,,Preschool Attainment Record Research Edition ,Manual,,,,1,Inside Cabinet,,1
PAR,,,Preschool Attainment Record Research Edition ,Scoring,Scoring Sheet,,,Around 30,Inside Cabinet,,1
PAR,,,Preschool Attainment Record Research Edition ,Form,Summary and Profile ,,,2,Inside Cabinet,,1
PASAT,,Somatic,Paced Auditory Serial Addition Test ,Manual,,,,1,Inside Cabinet,,1
PASAT,,Somatic,Paced Auditory Serial Addition Test ,Form,Record Form,,,Over 50,Inside Cabinet,,1
PASAT,,Somatic,Paced Auditory Serial Addition Test ,CD,,,,,Inside Cabinet,,1
PDS,,Trauma,Posttraumatic Stress Diagnostic Scale,Form,Hand-Scoring Answer Sheet,,,2,Inside Cabinet,Publisher - NCS,1
PDS,,Trauma,Posttraumatic Stress Diagnostic Scale,Form,"Hand-Scoring 
Worksheet",,,2,Inside Cabinet,Publisher - NCS,1
PDS,,Trauma,Posttraumatic Stress Diagnostic Scale,Book,Hand-Scoring Directions,,,1,Inside Cabinet,Publisher - NCS,1
PFT,,,Progressive Figures Test,Form,,,,Over 50,Inside Cabinet,,1
POI,,Personality,Personality Orientation Inventory,Manual,,,,1,Inside Cabinet,,1
POI,,Personality,Personality Orientation Inventory,Book,Test Sheet,,,19,Inside Cabinet,,1
POI,,Personality,Personality Orientation Inventory,Scoring,Answer Sheet,,,Around 50,Inside Cabinet,,1
POI,,Personality,Personality Orientation Inventory,Form,Profile Sheet ,,,Around 50,Inside Cabinet,,1
POMS,,Mood/Anxiety,Profile of Mood States,Manual,,,,1,Inside Cabinet,Publisher - EdITS,1
POMS,,Mood/Anxiety,Profile of Mood States,Form,Record Form,,,Around 50,Inside Cabinet,Publisher - EdITS,1
POMS,,Mood/Anxiety,Profile of Mood States,Form,Profile Sheet,,,1,Inside Cabinet,Publisher - EdITS,1
PPMS,,Visual-Motor,Purdue Perceptual-Motor Survey,Manual,,,,1,Inside Cabinet,,1
PPMS,,Visual-Motor,Purdue Perceptual-Motor Survey,Form,Answer Sheet,,,21,Inside Cabinet,,1
P3,,Somatic,Pain Patient Profile,Manual,,,,1,Inside Cabinet,,1
P3,,Somatic,Pain Patient Profile,Form,Answer Sheet,,,7,Inside Cabinet,,1
PPVT-3,B,Language,Peabody Picture Vocabulary Test ,Book,TestKit for Form IIIB,3,,1,Inside Cabinet,Pearson - 5th ed available,1
PPVT-3,B,Language,Peabody Picture Vocabulary Test ,Form,"Performance Record
Form IIIA",3,,Around 25,Inside Cabinet,Pearson - 5th ed available,1
PPVT-3,B,Language,Peabody Picture Vocabulary Test ,Form,"Performance Record
Form IIIB",3,,Around 10,Inside Cabinet,Pearson - 5th ed available,1
PPVT-4,B,Language,Peabody Picture Vocabulary Test ,CD,"ASSIST
Scoring and Reporting System
Version 1.1",4,,2,Inside Cabinet,Pearson - 5th ed available,1
PPVT-4,B,Language,Peabody Picture Vocabulary Test ,Form,"Record Form
Form A",4,,7,Inside Cabinet,Pearson - 5th ed available,1
PPVT-4,B,Language,Peabody Picture Vocabulary Test ,Form,"Record Form
Form B",4,,2,Inside Cabinet,Pearson - 5th ed available,1
PRF,B,Personality,Personality Research Form,Manual,,,,2,Inside Cabinet,SIGMA,1
PRF,B,Personality,Personality Research Form,Book,Form E,,,1,Inside Cabinet,SIGMA,1
PRSP,,,Pre-Reading Screening Procedures,Manual,,,,1,Inside Cabinet,,1
PRSP,,,Pre-Reading Screening Procedures,Book,Test Sheet,,,2,Inside Cabinet,,1
PRSP,,,Pre-Reading Screening Procedures,Book,Teacher Observation Sheet,,,9,Inside Cabinet,,1
PSCI,,,Primary Self-Concept Inventory,Manual,Technical Report,,,1,Inside Cabinet,,1
PSCI,,,Primary Self-Concept Inventory,Book,Boy's Form,,,1,Inside Cabinet,,1
PSCI,,,Primary Self-Concept Inventory,Scoring,A Listing of Factors and Items Constituting the PSCI,,,2,Inside Cabinet,,1
PSCI,,,Primary Self-Concept Inventory,Book,Instructions to Students,,,2,Inside Cabinet,,1
PSI,,,The Problem Solving Inventory,Manual,,,,1,Inside Cabinet,"Publisher - Consulting Psychologists Press, Inc.",1
PSI,,,The Problem Solving Inventory,Form,Form B,,,Around 25,Inside Cabinet,"Publisher - Consulting Psychologists Press, Inc.",1
PsychManager Lite,,,PsychManager Lite,Manual,Quick Start Manual,,,1,,MHS,1
PsychManager Lite,,,PsychManager Lite,CD,Installation Instructions,,,1,,MHS,1
PWT,,,Picture World Test,Manual,Revised Manual,,,1,Inside Cabinet,,1
PWT,,,Picture World Test,Form,Protocol Booklet,,,2,Inside Cabinet,,1
QNST,,,Quick Neurological Screening Test,Manual,,,,1,Inside Cabinet,,1
QNST,,,Quick Neurological Screening Test,Form,Recording Form,,,5,Inside Cabinet,,1
Q-Sort,,,California Q-Sort for Adults & Children,Kit,"Sampler Set
Instructions, Cards, and Sorting Guide",,,1,,Publisher - Mind Garden,1
Q-Tags,,,Q-Tags Test of Personality,Manual,,,,1,Inside Cabinet,,1
Q-Tags,,,Q-Tags Test of Personality,Scoring,"Orange Scoring Cards i, W, H, S",,,4,Inside Cabinet,,1
Q-Tags,,,Q-Tags Test of Personality,Book,Instructions,,,1,Inside Cabinet,,1
Q-Tags,,,Q-Tags Test of Personality,Form,Record Form,,,Around 50,Inside Cabinet,,1
Q-Tags,,,Q-Tags Test of Personality,Scoring,"Large Scoring Templates i, W, H, S",,,4,Inside Cabinet,,1
RCPM,,,Raven's Coloured Progressive Matrices,Kit,"Sets A, AB, B",,,1,Shelf,,1
R-FV11,,,Reading-Free Vocational Interest Inventory,Manual,,,,1,Inside Cabinet,,1
R-FV12,,,Reading-Free Vocational Interest Inventory,Book,Inventory ,,,1,Inside Cabinet,,1
R-FV13,,,Reading-Free Vocational Interest Inventory,Scoring,Score Sheet and Profile Sheet,,,10,Inside Cabinet,,1
RIAP5,C,,Rorschach Interpretation Assistance Program,CD,Version 5,,,1,Inside Cabinet,PAR,1
RISB,,,Rotter Incomplete Sentences Blank,Manual,Manual for the College Form,,,3,Inside Cabinet,,1
RISB,,,Rotter Incomplete Sentences Blank,Form,College Form,,,Over 30,Inside Cabinet,,1
RISB,,,Rotter Incomplete Sentences Blank,Form,Highschool Form,,,Over 50,Inside Cabinet,,1
RISC,,,Rust Inventory of Schizotypal Cognitions,Manual,Handbook,,,1,Inside Cabinet,,1
RISC,,,Rust Inventory of Schizotypal Cognitions,Form,Answer Sheet,,,3,Inside Cabinet,,1
RISC,,,Rust Inventory of Schizotypal Cognitions,Scoring,Scoring the RISC,,,1,Inside Cabinet,,1
Roberts,C,,Roberts Apperception Test for Children,Manual,,,,1,Inside Cabinet,WPS - 2nd ed available,1
Roberts,C,,Roberts Apperception Test for Children,Book,Test Pictures,,,1,Inside Cabinet,WPS - 2nd ed available,1
Roberts,C,,Roberts Apperception Test for Children,Form,Record Booklet,,,14,Inside Cabinet,WPS - 2nd ed available,1
Rorschach,,,"The Rorschach Method of Peronsality Diagnosis/
The Rorschach Concept Evaluation Technique/
The Revised Rorschach Evalograph",Kit,"Manual, plates, protocol booklets, record forms, inkblot pages",,,1,Inside Cabinet,"WPS/World Book Company/
Harcourt, Brace & World/PAR",1
RPAI:R/PAI,,Personality,"Personal Adjustment Inventory
Series of Character and Personality Tests",Manual,Manual of Directions,,,1,,WPS,1
RPAI:R,,Personality,Rogers Personal Adjustment Inventory: Revised,Manual,,,,1,Inside Cabinet,Nelson,1
RPAI:R,,Personality,Rogers Personal Adjustment Inventory: Revised,Form,Girl's Booklet,,,2,Inside Cabinet,Nelson,1
RPAI:R,,Personality,Rogers Personal Adjustment Inventory: Revised,Form,Boy's Booklet,,,11,Inside Cabinet,Nelson,1
RPM,,Intellectual Functioning,Raven's Standard Progressive Matrices ,Manual,,,,1,Inside Cabinet,,1
RPM,,Intellectual Functioning,Raven's Standard Progressive Matrices ,Book,"Test Sheet
Sets A, B, C, D and E",,,1,Inside Cabinet,,1
RPM,,Intellectual Functioning,Raven's Standard Progressive Matrices ,Form,"Record of the Mill Hill Vocabulary Scale, Form I Senior and the Standard Progressive Matrices Sets A, B, C, D & E",,,1,Inside Cabinet,,1
RPM,,Intellectual Functioning,Raven's Standard Progressive Matrices ,Form,"Answer Sheet for RPM
Sets A, B, C, D, and E",,,Around 50,Inside Cabinet,,1
SANS,,,Scale for the Assessment of Negative Symptoms,Book,,,,1,Inside Cabinet,,1
SAPS,,,Scale for the Assessment of Positive Symptoms ,Book,,,,1,Inside Cabinet,,1
SAT,,General Behaviour and Emotion,Senior Apperception Technique ,Manual,,,,1,Inside Cabinet,,1
SB3,,Intellectual Functioning,Standford-Binet Intelligence Scale,Manual,,3,,1,Inside Cabinet,5th ed. available online,1
S-BST,,,Stamp Behaviour Study Technique ,Manual,Psychologist's Manual,,,1,Inside Cabinet,,1
S-BST,,,Stamp Behaviour Study Technique ,Manual,Teacher's Guide,,,1,Inside Cabinet,,1
S-BST,,,Stamp Behaviour Study Technique ,Form,Record Sheet,,,3,Inside Cabinet,,1
SCID,,,Structured Clinical Interview for DSM-IV AXIS I Disorders,Book,Administration Booklet,,,1,Inside Cabinet,,1
S-CII,,Vocational ,Strong-Campbell Interest Inventory,Manual,Manual for the Augmented Interpretative Report,,,2,Inside Cabinet,,1
S-CII,,Vocational ,Strong-Campbell Interest Inventory,Book,"Form T325
Strong Interest Inventory",,,4,Inside Cabinet,,1
S-CII,,Vocational ,Strong-Campbell Interest Inventory,Form,"Form T325
S-CII Blanks",,,13,Inside Cabinet,,1
S-CII,,Vocational ,Strong-Campbell Interest Inventory,Scoring,S-CII Answer Sheet,,,Around 25,Inside Cabinet,,1
SCI-PANSS,,,Structured Clinical Interview - Positive and Negative Syndrome Scale ,Form,SCI-PANSS Booklet,,,23,Inside Cabinet,,1
SCL-90-R,B,,Symptom Checklist-90-Revised,Form,Scoring Worksheet,,,3,Inside Cabinet,Pearson,1
SDS,,Vocational,Self-Directed Search,Manual,"Professional Manual
Canadian Edition",,,1,Inside Cabinet,,1
SDS,,Vocational,Self-Directed Search,Form,"Form R 
Assessment Booklet",,,Around 50,Inside Cabinet,,1
SDS,,Vocational,Self-Directed Search,Form,"Form R 
Assessment Booklet ",4,,Around 50,Inside Cabinet,,1
Seashore,,,Seashore Rhythm Test,Form,Test Sheet ,,,Over 30,Inside Cabinet,,1
Seashore,,,Seashore Rhythm Test,CD,Rhythm Test Casette Tape,,,1,Inside Cabinet,,1
SEI,,,Self-Esteem Inventories,Manual,,,,1,Inside Cabinet,"Publisher - Consulting Psychologists Press, Inc.",1
SHI,,,Study-Habits Inventory,Manual,,,,3,Inside Cabinet,,1
SHI,,,Study-Habits Inventory,Form,Answer Sheet,,,4,Inside Cabinet,,1
SIRS,C,,Structured Interview of Reported Symptoms,Manual,Professional Manual,,,1,Inside Cabinet,PAR - 2nd ed available,1
SIRS,C,,Structured Interview of Reported Symptoms,Form,Interview Booklet,,,12,Inside Cabinet,PAR - 2nd ed available,1
SIT,,Intellectual Functioning,Slosson Intelligence Test,Manual,,,,2,Inside Cabinet,,1
SLDT,,,Specific Language Disability Test,Manual,Teacher's Manual,,,1,Inside Cabinet,,1
SLDT,,,Specific Language Disability Test,Form,Test Sheet,,,4,Inside Cabinet,,1
SMAT,,,School Motivation Analysis Test,Manual,Handbook for the SMAT,,,1,Inside Cabinet,,1
SMAT,,,School Motivation Analysis Test,Book,"Form A
Research Edition",,,1,Inside Cabinet,,1
SMAT,,,School Motivation Analysis Test,Form,Individual Record Folder,,,1,Inside Cabinet,,1
SMAT,,,School Motivation Analysis Test,Scoring,Answer Sheet,,,1,Inside Cabinet,,1
SORT,,,Slosson Oral Reading Test,Form,Testing Sheet,,,Over 50,Inside Cabinet,,1
SPS,,,Suicide Probability Scale,Manual,,,,1,Inside Cabinet,,1
SPS,,,Suicide Probability Scale,Form,Profile Form,,,Over 50,Inside Cabinet,,1
SPS,,,Suicide Probability Scale,Form,Rating Form,,,Over 50,Inside Cabinet,,1
SPS,,,Suicide Probability Scale,Form,S-D Proneness Checklist ,,,1,Inside Cabinet,,1
SSPT,,,Speech-Sounds Perception Test,Form,Form for Older Children,,,Over 50,Inside Cabinet,,1
SSPT,,,Speech-Sounds Perception Test,Form,Adult Form,,,Over 30,Inside Cabinet,,1
SSPT,,,Speech-Sounds Perception Test,CD,Speech Perception Test Casette Tape,,,1,Inside Cabinet,,1
SSST,,,Spitzer Study Skills Test,Manual,,,,1,Inside Cabinet,,1
SSST,,,Spitzer Study Skills Test,Form,Form AM,,,1,Inside Cabinet,,1
SSST,,,Spitzer Study Skills Test,Form,Class Record,,,1,Inside Cabinet,,1
SSST,,,Spitzer Study Skills Test,Scoring,Answer Sheet,,,1,Inside Cabinet,,1
SST,,,Slingerland Screening Tests for Identifying Children with Specific Language Disability,Manual,Teacher's Manual,,,1,Inside Cabinet,,1
SST,,,Slingerland Screening Tests for Identifying Children with Specific Language Disability,Manual,"Teacher's Manual
Revised Ed. 1969",,,1,Inside Cabinet,,1
SST,,,Slingerland Screening Tests for Identifying Children with Specific Language Disability,Manual,"Teacher's Manual 
Revised Ed. 1970",,,1,Inside Cabinet,,1
SST,,,Slingerland Screening Tests for Identifying Children with Specific Language Disability,Book,"Directions for Administering 
Form C",,,1,Inside Cabinet,,1
SST,,,Slingerland Screening Tests for Identifying Children with Specific Language Disability,Form,"Form C
Answer Sheet",,,9,Inside Cabinet,,1
SST,,,Slingerland Screening Tests for Identifying Children with Specific Language Disability,Book,Scoring the Tests,,,1,Inside Cabinet,,1
SST,,,Slingerland Screening Tests for Identifying Children with Specific Language Disability,Form,Sample of Performances,,,1,Inside Cabinet,,1
STAI,,Mood/Anxiety,State-Trait Anxiety Inventory,Manual,,,,1,Inside Cabinet,"Publisher - Consulting Psychologists Press, Inc.",1
STAI,,Mood/Anxiety,State-Trait Anxiety Inventory,Form,STAI Form X-1,,,10,Inside Cabinet,"Publisher - Consulting Psychologists Press, Inc.",1
STAIC,,Mood/Anxiety,State-Trait Anxiety Inventory for Children,Manual,Preliminary Manual,,,1,Inside Cabinet,"Publisher - Consulting Psychologists Press, Inc.",1
STAIC,,Mood/Anxiety,State-Trait Anxiety Inventory for Children,Form,STAIC Form C-1 & C-2,,,9,Inside Cabinet,"Publisher - Consulting Psychologists Press, Inc.",1
Story of Jimmy,,,Institute of Child Study Security Tests - The Story of Jimmy ,Manual,,,,1,Inside Cabinet,,1
Story of Jimmy,,,Institute of Child Study Security Tests - The Story of Jimmy ,Form,Elementary Form - Grades 4-8,,,1,Inside Cabinet,,1
Story of Jimmy,,,Institute of Child Study Security Tests - The Story of Jimmy ,Form,Scoring Forms 1 & 2,,,2,Inside Cabinet,,1
Stroop,C,,Stroop Color and Word Test,Manual,A Manual for Clinical and Experimental Uses,,,1,Inside Cabinet,PAR,1
Stroop,,,Stroop Color and Word Test,Form,Scoring Booklet ,,,Around 25,Inside Cabinet,,1
Stroop,,,Stroop Color and Word Test,Form,Answer Sheet,,,9,Inside Cabinet,,1
SVIB,,,Strong Vocational Interest Blank,Manual,,,,3,Inside Cabinet,,1
SVIB,,,Strong Vocational Interest Blank,Book,Specimen Brochure for Form T325,,,1,Inside Cabinet,,1
SVIB,,,Strong Vocational Interest Blank,Book,Test Sheet,,,11,Inside Cabinet,,1
TAT,,,Thematic Apperception Test/Bellak Thematic Apperception Test/Children's Apperception Test,Kit,"Manuals, record forms, test cards",,,1,Inside Cabinet,The Psychological Corporation/C.P.S. Inc.,1
TEA-Ch,B,Attention/ADHD,Test of Everyday Attention for Children,Form,Procedural Guide and Scoring Sheet,,,2,Inside Cabinet,Pearson - 2nd ed available,1
TMT,,,Trail Making Test,Manual,,,,1,Inside Cabinet,,1
TMT,,,Trail Making Test,Book,Part A,,,Over 50,Inside Cabinet,,1
TMT,,,Trail Making Test,Book,Part B ,,,Over 50,Inside Cabinet,,1
TOAL,,Language,Test of Adolescent Language ,Manual,,,,1,Inside Cabinet,,1
TOAL,,Language,Test of Adolescent Language ,Book,Student Booklet,,,2,Inside Cabinet,,1
TOAL,,Language,Test of Adolescent Language ,Form,Student Answer Booklet,,,4,Inside Cabinet,,1
TOLD,C,Language,Test of Language Development,Kit,"Picture Book, Test Manual, Construction & Statistics, Profile Chart",,,1,Inside Cabinet,WPS - 5th ed available,1
TOMI,,Visual-Motor,Test of Motor Impairment ,Manual,,,,1,Inside Cabinet,,1
TSI,B,Trauma,Trauma Symptom Inventory,Manual,Professional Manual,,,1,Inside Cabinet,PAR - 2nd ed available,1
TSI,B,Trauma,Trauma Symptom Inventory,Form,Profile Form: Females,,,Around 20,Inside Cabinet,PAR - 2nd ed available,1
TSI,B,Trauma,Trauma Symptom Inventory,Form,Profile Form: Males,,,Around 20,Inside Cabinet,PAR - 2nd ed available,1
TSI,B,Trauma,Trauma Symptom Inventory,Form,Item Booklet,,,4,Inside Cabinet,PAR - 2nd ed available,1
TSI,B,Trauma,Trauma Symptom Inventory,Form,Answer Sheet,,,1,Inside Cabinet,PAR - 2nd ed available,1
TWE,,,Test of Written English,Manual,,,,1,Inside Cabinet,,1
TWE,,,Test of Written English,Form,Recording Form,,,Over 30,Inside Cabinet,,1
TWS-3,,,Test of Written Spelling ,Manual,Administration and Scoring Procedures ,3,,1,Inside Cabinet,,1
TWS,,,Test of Written Spelling ,Manual,,,,1,Inside Cabinet,,1
TWS,,,Test of Written Spelling ,Form,Test Form,,,Over 30,Inside Cabinet,,1
VADS,,,Visual Aural Digit Span Test,Manual,Directions for Administering the VADS Test,,,1.5,Inside Cabinet,,1
VADS,,,Visual Aural Digit Span Test,Form,Scoring Sheet,,,1,Inside Cabinet,,1
Vineland-II,B,Adaptive Functioning,Vineland Adaptive Behavior Scales,Manual,Survey Forms Manual,2,,1,Inside Cabinet,AGS Publishing - 3rd ed available,1
Vineland-II,B,Adaptive Functioning,Vineland Adaptive Behavior Scales,Form,"Record Booklet
Survey Interview Form",2,,8,Inside Cabinet,AGS Publishing - 3rd ed available,1
Vineland-II,B,Adaptive Functioning,Vineland Adaptive Behavior Scales,Form,"Record Booklet
Parent/Caregiver Rating Form",2,,19,Inside Cabinet,AGS Publishing - 3rd ed available,1
Vineland-II,B,Adaptive Functioning,Vineland Adaptive Behavior Scales,Form,"Survey Forms
Report to Caregivers",2,,Around 25,Inside Cabinet,AGS Publishing - 3rd ed available,1
Vineland-II,B,Adaptive Functioning,Vineland Adaptive Behavior Scales,Form,"Survey Forms
Report to Parents",2,,Around 25,Inside Cabinet,AGS Publishing - 3rd ed available,1
VS,,,The Values Scale,Manual,"Theory, Application, and Research",2,,1,Inside Cabinet,Publisher - Consulting Psychologists Press,1
VSAT,,,Visual Search and Attention Test,Manual,Professional Manual ,,,1,Inside Cabinet,,1
VSAT,,,Visual Search and Attention Test,Form,Test Booklet ,,,Over 50,Inside Cabinet,,1
WAIS-III,C,Intellectual Functioning,Wechsler Adult Intelligence Scale,Kit,"French version
(in kit with WISC-IV French)",3,,1,Closet,Pearson - 4th ed available,1
WAIS-III,,,Wechsler Adult Intelligence Scale,Manual,Canadian Technical Manual,3,,1,Inside Cabinet,,1
WAIS-III,C,Intellectual Functioning,Wechsler Adult Intelligence Scale,Form,Record Form,3,,Over 50,Inside Cabinet,Pearson - 4th ed available,1
WAIS-III,C,Intellectual Functioning,Wechsler Adult Intelligence Scale,Form,Response Booklet,3,,11,Inside Cabinet,Pearson - 4th ed available,1
WAIS-III,C,Intellectual Functioning,Wechsler Adult Intelligence Scale,CD,"Scoring Assistant
Windows Version 1.0",3,,1,Inside Cabinet,Pearson - 4th ed available,1
WAIS-III,C,Intellectual Functioning,Wechsler Adult Intelligence Scale,Install Disk,"Scoring Assistant
Windows Version 1.0",3,,1,Inside Cabinet,Pearson - 4th ed available,1
WAIS-III-WMS-III-WIAT-II,,,,CD,"Scoring Assistant
Windows Version 1.0.2",,,1,,,1
WAIS-III-WMS-III-WIAT-II,,,,Install Disk,"Scoring Assistant
Windows Version 1.0.2",,,1,,,1
WASI,C,Intellectual Functioning,Wechsler Abbreviated Scale of Intelligence,Form,Record Form,,,6,Inside Cabinet,Pearson - 2nd ed available,1
WBIS,,Intellectual Functioning,Wechsler Bellevue Intelligence Scale,Manual,Form II,,,2,Inside Cabinet,,1
WBSS,,,Watkins Bender-Gestalt Scoring System,Manual,,,,1,Inside Cabinet,,1
WBSS,,,Watkins Bender-Gestalt Scoring System,Scoring,Scoring Form,,,1,Inside Cabinet,,1
WIAT-II,B,,Wechsler Individual Achievement Test,Form,Record Form,2,,7,Inside Cabinet,Pearson - 3rd ed available,1
WIAT-II,B,,Wechsler Individual Achievement Test,Form,Response Booklet,2,,Around 20,Inside Cabinet,Pearson - 3rd ed available,1
WIAT-II,B,,Wechsler Individual Achievement Test,Install Disk,"Scoring Assistant
Windows Version 1.0",2,,1,Inside Cabinet,Pearson - 3rd ed available,1
WIAT-II,B,,Wechsler Individual Achievement Test,CD,"Scoring Assistant
Windows Version 1.0",2,,1,Inside Cabinet,Pearson - 3rd ed available,1
WISC-III,C,Intellectual Functioning,Wechsler Intelligence Scale for Children,Form,Canadian Record Form,3,,10,Inside Cabinet,Pearson - 5th ed available,1
WISC-III,C,Intellectual Functioning,Wechsler Intelligence Scale for Children,Form,"Mazes
Response Booklet",3,,22,Inside Cabinet,Pearson - 5th ed available,1
WISC-III,C,Intellectual Functioning,Wechsler Intelligence Scale for Children,Form,"Symbol Search
Response Booklet",3,,8,Inside Cabinet,Pearson - 5th ed available,1
WISC-IV,C,Intellectual Functioning,Wechsler Intelligence Scale for Children,Kit,"French version
(in kit with WAIS-III French)",4,,1,Closet,Pearson - 5th ed available,1
WISC-IV,C,Intellectual Functioning,Wechsler Intelligence Scale for Children,CD,"Scoring Assistant
Windows Version 1.0.3",4,,1,Inside Cabinet,Pearson - 5th ed available,1
WISC-IV,C,Intellectual Functioning,Wechsler Intelligence Scale for Children,Manual,,4,,1,Inside Cabinet,Pearson - 5th ed available,1
WISC-IV,C,Intellectual Functioning,Wechsler Intelligence Scale for Children,Book,"Technical Report #4
General Ability Index",4,,1,Inside Cabinet,Pearson - 5th ed available,1
WISC-IV,C,Intellectual Functioning,Wechsler Intelligence Scale for Children,Form,"Record Form
Canadian Edition",4,,Over 50,Inside Cabinet,Pearson - 5th ed available,1
WISC-IV,C,Intellectual Functioning,Wechsler Intelligence Scale for Children,Form,"Integrated
Record Form",4,,1,Inside Cabinet,Pearson - 5th ed available,1
WISC-IV,C,Intellectual Functioning,Wechsler Intelligence Scale for Children,Form,"Coding
Symbol Search
Response Booklet 1",4,,Around 30,Inside Cabinet,Pearson - 5th ed available,1
WISC-IV,C,Intellectual Functioning,Wechsler Intelligence Scale for Children,Form,"Cancellation
Response Booklet 2",4,,Around 30,Inside Cabinet,Pearson - 5th ed available,1
WISC-IV,C,Intellectual Functioning,Wechsler Intelligence Scale for Children,Form,"Integrated
Response Booklet 3",4,,1,Inside Cabinet,Pearson - 5th ed available,1
WIST,,,Whitaker Index of Schizophrenic Thinking,Manual,Objective Measurement of Schizophrenic Thinking: A Practical and Theoretical Guide to the Whitaker Index of Schizophrenic Thinking,,,1,Inside Cabinet,WPS,1
WJ-R,,,Woodcock-Johnson Revised ,Form,"Tests of Achievment 
Form A
Test Record",,,16,Inside Cabinet,,1
